hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,71,2016,September,37,6,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.9,0,0,Canceled,2016-07-11
City Hotel,1,130,2015,July,31,31,4,11,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,68,0,0,No-Show,2015-07-31
City Hotel,0,198,2017,April,14,6,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,117,0,1,Check-Out,2017-04-09
Resort Hotel,1,168,2017,July,27,5,2,8,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,165.6,0,0,Canceled,2017-04-08
Resort Hotel,1,208,2017,August,31,5,4,7,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,231,0,2,Canceled,2017-01-24
City Hotel,1,17,2017,February,8,20,1,4,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,83,NULL,0,Transient,178.56,0,0,Canceled,2017-02-17
Resort Hotel,1,309,2016,July,28,8,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,81,0,2,Canceled,2016-06-24
Resort Hotel,0,135,2016,July,30,23,2,5,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,166.5,0,0,Check-Out,2016-07-30
Resort Hotel,0,31,2016,April,17,18,1,1,2,0,0,BB,GBR,Groups,Corporate,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,75,0,0,Check-Out,2016-04-20
Resort Hotel,0,123,2016,February,9,27,1,1,2,0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,38,NULL,0,Transient-Party,64,0,0,Check-Out,2016-02-29
City Hotel,0,144,2017,June,22,1,0,3,3,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient-Party,168.55,0,2,Check-Out,2017-06-04
City Hotel,0,138,2015,August,34,22,2,1,3,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,17,NULL,0,Transient-Party,138.5,0,1,Check-Out,2015-08-25
City Hotel,1,361,2016,November,45,4,0,1,1,0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,9,NULL,0,Group,91,0,0,Canceled,2015-11-09
Resort Hotel,0,0,2016,March,13,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,78,0,0,Check-Out,2016-03-24
Resort Hotel,0,10,2016,September,40,30,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,NULL,0,Transient,151,1,1,Check-Out,2016-10-02
City Hotel,1,279,2017,July,27,2,2,1,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,1,Canceled,2016-12-18
City Hotel,0,230,2016,September,37,6,0,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,44,NULL,0,Transient-Party,137,0,1,Check-Out,2016-09-11
City Hotel,0,26,2016,April,17,18,1,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89,0,1,Check-Out,2016-04-20
Resort Hotel,0,71,2016,September,38,12,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,NULL,0,Transient,167,1,1,Check-Out,2016-09-14
City Hotel,0,4,2017,January,3,17,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,1,Check-Out,2017-01-20
City Hotel,0,82,2017,April,17,24,1,0,1,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,NULL,0,Transient,76.23,0,1,Check-Out,2017-04-25
City Hotel,0,0,2017,February,6,11,1,1,1,0,0,BB,QAT,Direct,Direct,0,0,0,A,A,2,No Deposit,NULL,NULL,0,Transient-Party,104,0,0,Check-Out,2017-02-13
Resort Hotel,0,0,2015,December,50,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,118,0,Transient,35,0,0,Check-Out,2015-12-10
City Hotel,0,210,2015,October,41,8,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,12,NULL,0,Transient-Party,72.75,0,0,Check-Out,2015-10-12
City Hotel,0,271,2016,September,39,21,0,3,1,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12,NULL,0,Transient-Party,85.67,0,0,Check-Out,2016-09-24
City Hotel,0,157,2017,April,15,12,0,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,172.5,0,2,Check-Out,2017-04-15
Resort Hotel,1,74,2016,February,9,26,1,2,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,68,NULL,0,Transient,70,0,0,Canceled,2016-01-21
City Hotel,1,181,2016,August,34,20,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,105.3,0,1,Canceled,2016-08-20
City Hotel,0,157,2016,July,28,6,0,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,97.75,0,1,Check-Out,2016-07-10
Resort Hotel,0,87,2017,July,28,10,1,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,202,0,1,Check-Out,2017-07-12
City Hotel,0,23,2016,June,27,27,1,2,2,0,0,BB,CHE,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,162,0,1,Check-Out,2016-06-30
City Hotel,0,8,2015,December,50,9,0,2,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,91,NULL,0,Transient,79,0,0,Check-Out,2015-12-11
Resort Hotel,1,153,2016,July,32,31,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,204.5,0,0,Canceled,2016-05-31
City Hotel,1,12,2017,August,34,24,1,3,2,2,0,BB,TUN,Direct,Direct,0,0,0,F,F,0,No Deposit,14,NULL,0,Transient,222,0,0,Canceled,2017-08-24
Resort Hotel,0,202,2016,May,20,9,1,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,39.95,0,0,Check-Out,2016-05-15
City Hotel,1,165,2015,August,32,8,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,86,0,0,Canceled,2015-07-09
City Hotel,0,139,2017,March,12,22,2,5,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,83,NULL,0,Transient,70.4,0,0,Check-Out,2017-03-29
City Hotel,0,25,2016,October,42,10,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,23,NULL,0,Transient,104,0,1,Check-Out,2016-10-12
City Hotel,1,317,2016,September,38,15,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,120,0,0,Canceled,2016-02-09
City Hotel,0,239,2016,October,44,28,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,96.3,0,1,Check-Out,2016-10-30
City Hotel,0,10,2016,September,39,19,1,4,2,0,0,BB,AGO,Direct,Direct,1,0,2,D,D,0,No Deposit,NULL,NULL,0,Transient,120,0,2,Check-Out,2016-09-24
City Hotel,0,28,2017,April,17,29,0,1,2,0,0,SC,HKG,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,115,0,3,Check-Out,2017-04-30
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,96,NULL,0,Transient,52,0,0,Canceled,2016-05-09
Resort Hotel,1,155,2015,October,44,31,0,1,1,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,36,0,0,Canceled,2015-10-29
Resort Hotel,1,262,2017,June,26,26,2,5,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,113.01,0,0,Canceled,2017-01-13
City Hotel,0,21,2016,May,19,4,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,165,1,1,Check-Out,2016-05-05
Resort Hotel,1,15,2017,March,10,11,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,177,NULL,0,Transient-Party,34,0,0,Canceled,2017-03-07
City Hotel,1,96,2017,April,17,27,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,1,Canceled,2017-02-22
City Hotel,0,10,2016,February,6,4,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No Deposit,NULL,40,0,Transient-Party,66,0,0,Check-Out,2016-02-05
Resort Hotel,1,25,2017,February,8,24,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,34,0,0,Canceled,2017-02-14
City Hotel,1,447,2016,September,40,29,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21
Resort Hotel,0,178,2016,December,52,23,3,7,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,55.06,0,2,Check-Out,2017-01-02
City Hotel,0,40,2015,December,49,5,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,NULL,0,Transient,115.2,1,0,Check-Out,2015-12-07
City Hotel,0,119,2017,January,3,16,1,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,88.4,0,1,Check-Out,2017-01-20
Resort Hotel,0,204,2017,July,26,1,4,6,2,1,0,HB,ROU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,185.5,0,2,Check-Out,2017-07-11
City Hotel,1,134,2017,February,8,25,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,NULL,0,Transient-Party,75,0,0,Canceled,2017-02-24
City Hotel,0,121,2017,May,20,20,2,1,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,1,Check-Out,2017-05-23
City Hotel,0,13,2017,July,27,3,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,120,0,1,Check-Out,2017-07-04
City Hotel,1,55,2016,July,28,7,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,219,0,Transient-Party,79,0,0,Canceled,2016-07-06
City Hotel,1,323,2015,September,36,5,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-06
Resort Hotel,0,2,2016,June,24,5,1,0,3,1,0,BB,CN,Online TA,TA/TO,0,0,0,H,I,0,No Deposit,NULL,NULL,0,Transient,174,0,1,Check-Out,2016-06-06
Resort Hotel,1,44,2015,December,49,5,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,70,0,0,Canceled,2015-11-30
City Hotel,0,130,2016,September,40,29,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,139.5,0,2,Check-Out,2016-10-02
City Hotel,0,83,2015,September,39,23,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,2015-09-25
Resort Hotel,0,3,2017,June,24,12,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,NULL,154,0,Transient,75,0,0,Check-Out,2017-06-14
City Hotel,1,156,2017,April,17,26,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,100,0,0,Canceled,2016-11-21
City Hotel,1,233,2017,June,25,23,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20,NULL,0,Transient,105,0,0,Canceled,2017-04-21
Resort Hotel,0,203,2017,April,17,25,0,2,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,502,NULL,0,Transient-Party,90,0,0,Check-Out,2017-04-27
Resort Hotel,0,154,2017,July,29,18,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143,NULL,0,Transient,132.85,0,0,Check-Out,2017-07-25
City Hotel,1,393,2017,April,16,22,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0,Canceled,2016-04-17
City Hotel,0,77,2016,April,16,16,2,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,95.2,0,1,Check-Out,2016-04-20
City Hotel,1,365,2015,October,42,17,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,62.8,0,0,Canceled,2015-01-30
City Hotel,0,10,2017,April,16,16,2,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,250,0,2,Check-Out,2017-04-20
Resort Hotel,0,2,2017,June,25,23,0,1,2,0,0,BB,NLD,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,150,0,1,Check-Out,2017-06-24
City Hotel,0,3,2016,June,24,7,0,3,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7,NULL,0,Transient,109.85,0,2,Check-Out,2016-06-10
Resort Hotel,1,393,2016,October,41,8,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,68,NULL,0,Transient,72,0,0,Canceled,2015-12-17
City Hotel,1,18,2017,January,2,14,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,167.5,0,1,Canceled,2016-12-30
City Hotel,1,26,2016,June,27,26,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,137.67,0,1,Canceled,2016-06-24
City Hotel,0,11,2016,September,39,20,0,1,1,0,0,SC,GBR,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,7,NULL,0,Transient,94.71,0,1,Check-Out,2016-09-21
City Hotel,0,71,2017,June,26,29,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,120,0,1,Check-Out,2017-07-03
Resort Hotel,0,140,2017,April,16,22,2,5,2,0,0,BB,GBR,Groups,TA/TO,1,0,5,A,A,1,No Deposit,273,NULL,0,Group,0,0,1,Check-Out,2017-04-29
Resort Hotel,0,4,2016,April,17,20,0,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,1,No Deposit,NULL,NULL,0,Transient,79,1,0,Check-Out,2016-04-22
Resort Hotel,0,12,2016,February,9,27,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,26,NULL,0,Transient,36.1,0,1,Check-Out,2016-03-01
City Hotel,0,0,2016,May,21,18,0,1,1,0,0,BB,CZE,Corporate,Direct,0,0,0,A,D,1,No Deposit,NULL,38,0,Transient-Party,140,0,0,Check-Out,2016-05-19
City Hotel,0,47,2017,March,9,4,1,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,75,0,0,Check-Out,2017-03-06
City Hotel,0,36,2016,September,40,30,0,1,2,0,0,BB,DEU,Direct,Direct,0,0,0,E,G,0,No Deposit,14,NULL,0,Transient,166.5,0,1,Check-Out,2016-10-01
City Hotel,1,133,2016,October,44,23,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,108.38,0,1,Canceled,2016-10-18
Resort Hotel,0,117,2016,July,30,22,2,7,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,218.11,0,2,Check-Out,2016-07-31
City Hotel,0,31,2017,June,23,5,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,2,Check-Out,2017-06-09
City Hotel,0,457,2017,August,34,25,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,122.4,0,1,Check-Out,2017-08-27
City Hotel,0,215,2017,July,28,13,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,99.9,0,1,Check-Out,2017-07-16
City Hotel,0,47,2016,March,11,9,0,4,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,65,0,1,Check-Out,2016-03-13
City Hotel,0,247,2016,June,24,6,1,1,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,6,NULL,0,Transient-Party,90,0,0,Check-Out,2016-06-08
City Hotel,1,160,2016,April,18,27,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,147,NULL,71,Transient,90,0,0,Canceled,2016-01-29
City Hotel,1,182,2017,April,17,23,2,2,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,2,Canceled,2017-03-25
City Hotel,1,338,2016,October,41,7,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,NULL,68,Transient-Party,80,0,0,Canceled,2016-06-20
Resort Hotel,0,5,2016,February,7,8,6,15,2,0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,363,NULL,0,Transient,75.81,1,0,Check-Out,2016-02-29
Resort Hotel,1,18,2017,February,8,25,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,74,0,0,Canceled,2017-02-10
City Hotel,1,30,2016,September,40,25,2,0,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,0,Canceled,2016-08-29
City Hotel,0,8,2016,February,8,19,0,1,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,NULL,67,0,Transient-Party,81,0,0,Check-Out,2016-02-20
City Hotel,0,39,2017,June,23,9,0,2,2,0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,89,0,2,Check-Out,2017-06-11
Resort Hotel,0,186,2016,July,31,24,2,2,2,1,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,159.75,0,3,Check-Out,2016-07-28
City Hotel,0,14,2016,February,6,2,0,1,1,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,89,0,0,Check-Out,2016-02-03
City Hotel,0,118,2016,June,24,6,1,2,1,0,0,BB,TUR,Offline TA/TO,Corporate,0,0,0,A,D,0,No Deposit,191,NULL,0,Transient-Party,110,0,0,Check-Out,2016-06-09
City Hotel,0,157,2017,August,33,13,2,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,168.5,0,2,Check-Out,2017-08-19
Resort Hotel,1,246,2015,September,36,5,2,5,2,0,0,BB,NULL,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,58.95,0,0,Canceled,2015-06-17
Resort Hotel,0,78,2016,October,41,5,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,NULL,0,Transient,123.62,0,2,Check-Out,2016-10-08
Resort Hotel,0,1,2017,February,6,8,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250,NULL,0,Transient-Party,43,0,0,Check-Out,2017-02-09
Resort Hotel,1,18,2016,October,42,15,1,1,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,178,0,0,Canceled,2016-09-27
Resort Hotel,0,0,2017,January,1,4,0,4,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,E,2,No Deposit,NULL,NULL,0,Transient,0,0,1,Check-Out,2017-01-08
City Hotel,1,58,2017,July,30,23,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,144.67,0,0,Canceled,2017-06-12
City Hotel,0,7,2017,August,32,10,0,3,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,186.67,0,2,Check-Out,2017-08-13
City Hotel,0,228,2017,May,21,23,0,4,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,2,Check-Out,2017-05-27
City Hotel,0,21,2015,October,42,12,1,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,NULL,0,Transient,75,0,0,Check-Out,2015-10-16
Resort Hotel,0,152,2017,April,14,5,0,4,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,3,No Deposit,NULL,223,0,Transient-Party,42,0,0,Check-Out,2017-04-09
City Hotel,0,119,2017,July,29,16,2,2,3,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,171,0,3,Check-Out,2017-07-20
City Hotel,0,118,2016,June,24,6,1,3,1,0,0,BB,CZE,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191,NULL,0,Transient-Party,110,0,0,Check-Out,2016-06-10
City Hotel,0,11,2017,June,26,29,1,3,3,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,225,0,1,Check-Out,2017-07-03
City Hotel,0,74,2016,July,29,13,0,4,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,137.7,0,3,Check-Out,2016-07-17
Resort Hotel,0,26,2016,February,10,29,1,2,2,0,0,BB,CHL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,53.33,0,1,Check-Out,2016-03-03
Resort Hotel,1,93,2015,August,35,26,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,192.2,0,0,Canceled,2015-07-10
City Hotel,0,72,2015,October,44,28,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,37,NULL,58,Transient-Party,75.33,0,0,Check-Out,2015-10-31
City Hotel,1,353,2015,October,41,5,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,2015-01-01
City Hotel,1,119,2017,April,15,10,1,4,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,102.6,0,0,Canceled,2016-12-12
Resort Hotel,0,40,2015,July,29,12,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,241,NULL,0,Transient,90.71,0,0,Check-Out,2015-07-14
City Hotel,1,34,2015,August,32,5,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-29
City Hotel,1,200,2016,August,33,9,0,3,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,27,NULL,0,Transient-Party,96.9,0,1,Canceled,2016-05-26
City Hotel,0,350,2017,June,22,2,2,4,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,NULL,0,Transient-Party,89.17,0,1,Check-Out,2017-06-08
City Hotel,0,23,2016,November,46,6,2,2,1,0,0,BB,NLD,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,NULL,0,Transient,180.25,0,0,Check-Out,2016-11-10
Resort Hotel,0,110,2017,June,26,26,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,128.57,0,1,Check-Out,2017-07-03
Resort Hotel,1,4,2016,February,6,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,68,0,1,Canceled,2016-01-30
City Hotel,1,28,2016,June,25,13,1,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,94.35,0,0,Canceled,2016-05-18
Resort Hotel,0,223,2016,September,39,20,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143,NULL,0,Transient,68.6,0,1,Check-Out,2016-09-27
City Hotel,1,210,2016,July,29,15,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,96,0,0,Canceled,2016-03-16
City Hotel,0,215,2016,November,48,21,1,1,1,0,0,BB,ITA,Groups,Corporate,0,0,0,A,D,3,No Deposit,NULL,233,0,Transient,75,0,1,Check-Out,2016-11-23
City Hotel,0,0,2016,March,10,2,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,89,0,0,Check-Out,2016-03-03
City Hotel,0,208,2017,May,21,24,0,2,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,114.4,0,0,Check-Out,2017-05-26
Resort Hotel,1,118,2016,February,8,15,3,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,26.1,0,0,Canceled,2015-11-10
City Hotel,0,19,2017,July,28,10,1,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130,0,2,Check-Out,2017-07-12
Resort Hotel,1,26,2016,July,29,11,1,4,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,NULL,NULL,0,Transient,165.75,0,0,Canceled,2016-06-21
