edad,sexo,alfabeto,sistema_salud,nivel_educativo,ocupacion_jerarquia,estado_civil,ingreso_15k
52,hombre,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,3,no
54,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
47,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,2,no
50,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,4,no
51,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
27,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,4,no
51,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,si
44,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
45,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Director,2,si
66,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
39,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
39,hombre,Si,No paga ni le descuentan,Secundaria Completa,Director,3,si
32,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
39,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,1,si
63,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
NA,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Director,4,si
46,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Director,1,si
47,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,4,si
38,hombre,No,Obra social (incluye PAMI),Primaria Incompleta(incluye educación especial),Cuenta propia,3,no
29,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Trabajador asalariado,3,no
30,mujer,Si,No paga ni le descuentan,Primaria Completa,Trabajador asalariado,3,no
42,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,2,si
31,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,si
22,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
28,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,3,no
26,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,4,no
72,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
25,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
32,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
36,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,4,no
40,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,4,no
35,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
29,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
52,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,2,no
29,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,3,no
64,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
55,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
38,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Director,4,no
61,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
77,hombre,Si,Obra social (incluye PAMI),Primaria Incompleta(incluye educación especial),Cuenta propia,5,no
64,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
53,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
41,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
41,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
56,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,si
30,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Incompleta,Cuenta propia,4,si
NA,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
37,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,2,no
50,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,3,no
63,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,5,no
67,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
39,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
44,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,3,no
65,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,5,no
50,hombre,Si,No paga ni le descuentan,Primaria Completa,Director,1,si
32,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
44,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,no
69,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
46,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
56,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,2,no
32,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,si
54,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
55,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
37,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Director,1,si
58,hombre,Si,Obra social y mutual/prepaga/servicio de emergencia.,Secundaria Completa,Director,1,si
56,mujer,Si,Obra social y mutual/prepaga/servicio de emergencia.,Secundaria Completa,Cuenta propia,1,no
29,mujer,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,3,no
58,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
52,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
39,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,no
56,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,si
47,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
31,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,4,no
59,hombre,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,1,no
54,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,5,no
46,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,3,no
54,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
49,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
78,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Director,1,no
65,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
28,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
34,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,3,no
45,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,2,no
28,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
57,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
45,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
34,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
59,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,no
NA,mujer,Si,Obra social (incluye PAMI),NA,Cuenta propia,2,si
71,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,no
49,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,2,no
61,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,3,no
NA,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
39,mujer,Si,Ns./Nr.,Superior Universitaria Incompleta,Cuenta propia,3,no
30,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
39,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,4,si
48,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
NA,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,no
26,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
NA,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
40,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,si
63,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Director,1,si
36,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
51,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
55,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
41,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
48,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,si
46,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
40,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
35,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
33,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
61,hombre,No,No paga ni le descuentan,Sin instrucción,Cuenta propia,4,no
61,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
61,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
55,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
58,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
25,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,no
52,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,2,no
22,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
41,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,si
18,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
58,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,3,si
54,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,1,no
52,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Incompleta,Cuenta propia,1,no
45,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
49,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
30,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
39,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,4,no
47,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
63,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
68,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
57,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,2,no
46,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,2,no
55,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,1,si
68,mujer,Si,Obra social (incluye PAMI),NA,Cuenta propia,1,no
40,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Director,2,no
57,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,si
55,mujer,Si,No paga ni le descuentan,Primaria Completa,Director,1,si
22,hombre,Si,No paga ni le descuentan,Secundaria Completa,Director,3,no
48,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,si
67,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,no
58,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,3,si
54,mujer,Si,Planes y seguros públicos,Primaria Completa,Cuenta propia,2,no
30,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
55,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
47,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
21,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
40,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,3,no
54,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Incompleta,Cuenta propia,3,no
66,hombre,Si,Obra social (incluye PAMI),NA,Cuenta propia,1,no
51,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,2,si
24,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
36,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Trabajador asalariado,4,si
61,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
49,mujer,Si,Planes y seguros públicos,Secundaria Completa,Cuenta propia,1,si
48,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
61,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
57,hombre,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,1,si
49,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
56,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Director,1,si
38,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
57,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,5,no
44,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,3,no
43,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
39,mujer,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,2,no
46,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
45,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
52,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
31,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,si
56,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,si
49,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
26,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,3,no
33,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
73,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,5,no
61,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
48,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,si
55,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
65,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
47,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,4,si
46,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
79,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,5,no
33,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
28,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
48,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,no
47,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,4,no
21,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,3,no
59,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Director,1,si
52,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
27,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
72,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Director,1,no
26,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,si
28,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,4,no
57,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
37,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
59,hombre,Si,Planes y seguros públicos,Primaria Completa,Cuenta propia,3,no
37,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,si
55,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
39,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,5,no
45,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
42,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
55,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
42,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
35,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
37,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,2,no
33,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,4,no
22,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,4,si
50,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Director,2,si
59,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
46,hombre,Si,No paga ni le descuentan,Superior Universitaria Completa,Director,3,si
48,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
55,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
37,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
45,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
37,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
NA,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
53,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
55,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
43,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
38,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
56,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,2,si
49,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,2,no
